distid,intid,lunch,enrol,ptr,found,expp,revpp,avgsal,drop,grad,math4,math7,choice,psa,year,staff,avgben,y92,y93,y94,y95,y96,y97,y98,lexpp,lfound,lexpp_1,lfnd_1,lenrol,lenrolsq,lunchsq,lfndsq,math4_1,cmath4,gexpp,gexpp_1,gfound,gfnd_1,clunch,clnchsq,genrol,genrolsq,expp92,lexpp92,math4_92,cpi,rexpp,lrexpp,lrexpp_1,grexpp,grexpp_1
74050,74,12.60000038,4754,,,5129,,35201,2.700000048,89.30000305,34.29999924,38.59999847,,,1992,107.4000015,6304,1,0,0,0,0,0,0,8.542666435,,,,8.466741562,71.68571472,158.7600098,,,,,,,,,,,,,,,1.402999997,5867.458984,8.677176476,,,
74050,74,13.69999981,4913,,,5438,,36348,6.199999809,76.90000153,54.20000076,31.79999924,,,1993,108.3000031,8155,0,1,0,0,0,0,0,8.601166725,,8.542666435,,8.499640465,72.24388885,187.6899872,,34.29999924,19.90000153,0.05850029,,,,1.099999428,28.92997742,0.032898903,0.558174133,5129,8.542666435,34.29999924,1.445000052,6040.131348,8.706180573,8.677176476,0.029004097,
74050,74,12.39999962,4974,,,5779,,38446,3,88.30000305,49.90000153,47.09999847,,,1994,104.3000031,11193,0,0,1,0,0,0,0,8.661986351,,8.601166725,,8.511980057,72.45380402,153.7599945,,54.20000076,-4.299999237,0.060819626,0.05850029,,,-1.300000191,-33.92999268,0.012339592,0.209915161,5129,8.542666435,34.29999924,1.481999993,6258.633789,8.741717339,8.706180573,0.035536766,0.029004097
74050,74,13.80000019,5084,22.70000076,5902,5882,6595,50620,2.029999971,91.90000153,59,44.09999847,,0,1995,,,0,0,0,1,0,0,0,8.679652214,8.683046341,8.661986351,,8.533853531,72.82665253,190.4400024,75.39529419,49.90000153,9.099998474,0.017665863,0.060819626,,,1.400000572,36.68000793,0.021873474,0.372848511,5129,8.542666435,34.29999924,1.524000049,6194.625977,8.731437683,8.741717339,-0.010279655,0.035536766
74050,74,11.92000008,5195,20.70000076,6055,6160,6841,47487,3.400000095,87.19999695,59,66.5,,0,1996,,,0,0,0,0,1,0,0,8.725831985,8.708640099,8.679652214,8.683046341,8.555452347,73.19576263,142.0863953,75.84041595,59,0,0.046179771,0.017665863,0.025593758,,-1.880000114,-48.35360718,0.021598816,0.369110107,5129,8.542666435,34.29999924,1.569000006,6301.338379,8.748517036,8.731437683,0.017079353,-0.010279655
74050,74,10.10000038,5253,20.79999924,6210,6523,6888,50788,4.099999905,84.69999695,58,56,0,,1997,,,0,0,0,0,0,1,0,8.783089638,8.733916283,8.725831985,8.708640099,8.566555023,73.38586426,102.0100098,76.28129578,59,-1,0.057257652,0.046179771,0.025276184,0.025593758,-1.819999695,-40.0763855,0.011102676,0.190101624,5129,8.542666435,34.29999924,1.605000019,6523,8.783089638,8.748517036,0.034572601,0.017079353
74050,74,9.420000076,5403,21.60000038,6364,6453,7344,52650,6.099999905,77.59999847,77,72,4,,1998,,,0,0,0,0,0,0,1,8.77230072,8.758412361,8.783089638,8.733916283,8.594709396,73.86902618,88.73640442,76.70978546,58,19,-0.010788918,0.057257652,0.024496078,0.025276184,-0.680000305,-13.27360535,0.028154373,0.483161926,5129,8.542666435,34.29999924,1.629999995,6354.027832,8.756844521,8.783089638,-0.026245117,0.034572601
74100,74,7.699999809,2266,,,4115,,35162,2,92.40000153,39.70000076,32.40000153,,,1992,82.5,6158,1,0,0,0,0,0,0,8.322394371,,,,7.725771427,59.68754578,59.2899971,,,,,,,,,,,,,,,1.402999997,4707.466309,8.456905365,,,
74100,74,6.199999809,2317,,,4196,,37350,1.600000024,93.80000305,45.09999847,63.79999924,,,1993,80.30000305,6987,0,1,0,0,0,0,0,8.34188652,,8.322394371,,7.748028755,60.03194809,38.43999863,,39.70000076,5.399997711,0.019492149,,,,-1.5,-20.84999847,0.022257328,0.344402313,4115,8.322394371,39.70000076,1.445000052,4660.608887,8.446901321,8.456905365,-0.010004044,
74100,74,8.300000191,2350,,,4363,,38322,4.099999905,84.5,48.5,59.29999924,,,1994,78.19999695,10240,0,0,1,0,0,0,0,8.380915642,,8.34188652,,7.762170792,60.251297,68.88999939,,45.09999847,3.400001526,0.039029121,0.019492149,,,2.100000381,30.45000076,0.014142036,0.219348907,4115,8.322394371,39.70000076,1.481999993,4725.111328,8.460646629,8.446901321,0.013745308,-0.010004044
74100,74,8.529999733,2392,23.39999962,4916,4946,5437,44870,2.690000057,90.80000305,68.30000305,54.40000153,,0,1995,,,0,0,0,1,0,0,0,8.506334305,8.500250816,8.380915642,,7.779885292,60.52661514,72.76089478,72.25426483,48.5,19.80000305,0.125418663,0.039029121,,,0.229999542,3.870895386,0.0177145,0.275318146,4115,8.322394371,39.70000076,1.524000049,5208.87793,8.558119774,8.460646629,0.097473145,0.013745308
74100,74,8.479999542,2485,24.29999924,5145,5026,5430,48044,-0.720000029,102.0999985,53.09999847,70.40000153,,0,1996,,,0,0,0,0,1,0,0,8.522379875,8.545780182,8.506334305,8.500250816,7.818027973,61.12156296,71.91039276,73.03035736,68.30000305,-15.20000458,0.01604557,0.125418663,0.045529366,,-0.050000191,-0.850502014,0.038142681,0.594947815,4115,8.322394371,39.70000076,1.569000006,5141.319336,8.545064926,8.558119774,-0.013054848,0.097473145
74100,74,8.819999695,2569,23.39999962,5308,5279,5701,46396,1.5,93.40000153,46,73,33,,1997,,,0,0,0,0,0,1,0,8.571492195,8.5769701,8.522379875,8.545780182,7.851272106,61.64247513,77.79239655,73.56441498,53.09999847,-7.099998474,0.04911232,0.01604557,0.031189919,0.045529366,0.340000153,5.882003784,0.033244133,0.52091217,4115,8.322394371,39.70000076,1.605000019,5279,8.571492195,8.545064926,0.026427269,-0.013054848
74100,74,8.81000042,2599,22.89999962,5462,5284,5969,46641,3.900000095,84.40000153,76,74,47,,1998,,,0,0,0,0,0,0,1,8.57243824,8.605569839,8.571492195,8.5769701,7.862882137,61.82491684,77.61610413,74.05583191,46,30,0.000946045,0.04911232,0.028599739,0.031189919,-0.009999275,-0.176292419,0.011610031,0.182441711,4115,8.322394371,39.70000076,1.629999995,5202.957031,8.55698204,8.571492195,-0.014510155,0.026427269
74120,74,17.29999924,929,,,3932,,25958,1.600000024,93.69999695,40,31.70000076,,,1992,112.4000015,4793,1,0,0,0,0,0,0,8.276903152,,,,6.834108829,46.70504379,299.289978,,,,,,,,,,,,,,,1.402999997,4498.118164,8.411414146,,,
74120,74,15.89999962,899,,,4239,,28032,4.099999905,86.09999847,34.90000153,18.20000076,,,1993,111.8000031,5670,0,1,0,0,0,0,0,8.352082253,,8.276903152,,6.801282883,46.2574501,252.8099823,,40,-5.099998474,0.0751791,,,,-1.399999619,-46.47999573,-0.032825947,-0.447593689,3932,8.276903152,40,1.445000052,4708.370117,8.457097054,8.411414146,0.045682907,
74120,74,17.10000038,927,,,4527,,30723,3.900000095,85.19999695,54.79999924,58.20000076,,,1994,104.3000031,9020,0,0,1,0,0,0,0,8.417815208,,8.352082253,,6.831953526,46.67559052,292.4100037,,34.90000153,19.89999771,0.065732956,0.0751791,,,1.200000763,39.60002136,0.030670643,0.418140411,3932,8.276903152,40,1.481999993,4902.722656,8.497546196,8.457097054,0.040449142,0.045682907
74120,74,15.98999977,950,20.70000076,5059,5124,5764,40452,4.820000172,82.5,53.59999847,50,,0,1995,,,0,0,0,1,0,0,0,8.541690826,8.528923988,8.417815208,,6.856462002,47.01107025,255.6800995,72.74254608,54.79999924,-1.200000763,0.123875618,0.065732956,,,-1.11000061,-36.72990417,0.024508476,0.335479736,3932,8.276903152,40,1.524000049,5396.338379,8.593476295,8.497546196,0.095930099,0.040449142
74120,74,9.409999847,977,20.5,5212,5298,5787,40612,3.230000019,87.90000153,40.79999924,47.59999847,,0,1996,,,0,0,0,0,1,0,0,8.575084686,8.558718681,8.541690826,8.528923988,6.884486675,47.39615631,88.5480957,73.25166321,53.59999847,-12.79999924,0.03339386,0.123875618,0.029794693,,-6.579999924,-167.1320038,0.028024673,0.38508606,3932,8.276903152,40,1.569000006,5419.560059,8.597769737,8.593476295,0.004293442,0.095930099
74120,74,11.31000042,1006,13.10000038,5367,5594,5977,26898,4.699999809,83.09999847,41,42,7,,1997,,,0,0,0,0,0,1,0,8.629449844,8.588024139,8.575084686,8.558718681,6.913737297,47.79976273,127.9161072,73.75415802,40.79999924,0.200000763,0.054365158,0.03339386,0.029305458,0.029794693,1.900000572,39.36801147,0.029250622,0.403606415,3932,8.276903152,40,1.605000019,5594,8.629449844,8.597769737,0.031680107,0.004293442
74120,74,11.77999973,1003,21,5521,5514,6285,43551,3.900000095,84.19999695,70,67,13,,1998,,,0,0,0,0,0,0,1,8.615045547,8.616313934,8.629449844,8.588024139,6.910750866,47.75847626,138.7683868,74.24086761,41,29,-0.014404297,0.054365158,0.028289795,0.029305458,0.469999313,10.85227966,-0.002986431,-0.041286469,3932,8.276903152,40,1.629999995,5429.429688,8.599589348,8.629449844,-0.029860497,0.031680107
74130,74,23,1906,,,4100,,27277,2.200000048,91.09999847,42.70000076,41.20000076,,,1992,103,5869,1,0,0,0,0,0,0,8.318741798,,,,7.552762032,57.04421616,529,,,,,,,,,,,,,,,1.402999997,4690.306641,8.453252792,,,
74130,74,23.10000038,1943,,,4214,,30400,8.800000191,69.30000305,41,39.59999847,,,1993,95.69999695,6867,0,1,0,0,0,0,0,8.346167564,,8.318741798,,7.571988583,57.33501053,533.6100464,,42.70000076,-1.700000763,0.027425766,,,,0.100000381,4.610046387,0.019226551,0.290794373,4100,8.318741798,42.70000076,1.445000052,4680.602051,8.451182365,8.453252792,-0.002070427,
74130,74,23.70000076,1900,,,4642,,32467,5,83.69999695,61.90000153,53.59999847,,,1994,94.69999695,9705,0,0,1,0,0,0,0,8.442900658,,8.346167564,,7.549609184,56.99659729,561.6900635,,41,20.90000153,0.096733093,0.027425766,,,0.600000381,28.08001709,-0.022379398,-0.338413239,4100,8.318741798,42.70000076,1.481999993,5027.26709,8.522631645,8.451182365,0.07144928,-0.002070427
74130,74,30.47999954,1894,22.79999924,4788,5071,5715,42759,2.230000019,91.5,56.90000153,83.90000153,,0,1995,,,0,0,0,1,0,0,0,8.531292915,8.47386837,8.442900658,,7.546446323,56.94885254,929.0303955,71.80644226,61.90000153,-5,0.088392258,0.096733093,,,6.779998779,367.340332,-0.003162861,-0.047744751,4100,8.318741798,42.70000076,1.524000049,5340.521484,8.583078384,8.522631645,0.060446739,0.07144928
74130,74,22.27000046,1952,23.5,5030,5205,5657,43905,4.010000229,85.40000153,52.29999924,75.90000153,,0,1996,,,0,0,0,0,1,0,0,8.557374954,8.52317524,8.531292915,8.47386837,7.576609612,57.40501404,495.9529114,72.64451599,56.90000153,-4.600002289,0.026082039,0.088392258,0.04930687,,-8.209999084,-433.0774841,0.030163288,0.456161499,4100,8.318741798,42.70000076,1.569000006,5324.42627,8.580060005,8.583078384,-0.003018379,0.060446739
74130,74,21.5,1978,23.5,5271,5523,5927,45680,7.699999809,72.5,57,80,0,,1997,,,0,0,0,0,0,1,0,8.616676331,8.569975853,8.557374954,8.52317524,7.589841366,57.60569382,462.25,73.44448853,52.29999924,4.700000763,0.059301376,0.026082039,0.046800613,0.04930687,-0.770000458,-33.70291138,0.013231754,0.200679779,4100,8.318741798,42.70000076,1.605000019,5523,8.616676331,8.580060005,0.036616325,-0.003018379
74130,74,25.42000008,1995,23.29999924,5462,5597,6797,46084,1.899999976,92.69999695,66,83,7,,1998,,,0,0,0,0,0,0,1,8.629985809,8.605569839,8.616676331,8.569975853,7.598399162,57.73566818,646.1763916,74.05583191,57,9,0.013309479,0.059301376,0.035593987,0.046800613,3.920000076,183.9263916,0.008557796,0.129974365,4100,8.318741798,42.70000076,1.629999995,5511.15625,8.61452961,8.616676331,-0.002146721,0.036616325
75010,75,23.20000076,3057,,,3635,,24279,4.400000095,84.5,39.59999847,33.20000076,,,1992,115.1999969,3973,1,0,0,0,0,0,0,8.198364258,,,,8.0251894,64.40366364,538.2400513,,,,,,,,,,,,,,,1.402999997,4158.356934,8.332875252,,,
75010,75,25.79999924,3098,,,3715,,27409,2.099999905,91.40000153,34,29.89999962,,,1993,103,4971,0,1,0,0,0,0,0,8.220133781,,8.198364258,,8.03851223,64.61767578,665.6399536,,39.59999847,-5.599998474,0.021769524,,,,2.599998474,127.3999023,0.01332283,0.214012146,3635,8.198364258,39.59999847,1.445000052,4126.349121,8.325148582,8.332875252,-0.007726669,
75010,75,23.89999962,3084,,,4130,,29190,4.599999905,83.59999847,60.20000076,39.59999847,,,1994,99.90000153,7752,0,0,1,0,0,0,0,8.326032639,,8.220133781,,8.033982277,64.54486847,571.2099609,,34,26.20000076,0.105898857,0.021769524,,,-1.899999619,-94.42999268,-0.004529953,-0.072807312,3635,8.198364258,39.59999847,1.481999993,4472.773438,8.405763626,8.325148582,0.080615044,-0.007726669
75010,75,27.78000069,3046,24.29999924,4554,4827,5448,45030,5.510000229,79.69999695,67.19999695,37.70000076,,0,1995,,,0,0,0,1,0,0,0,8.481980324,8.423761368,8.326032639,,8.021584511,64.34581757,771.7284546,70.95975494,60.20000076,6.999996185,0.155947685,0.105898857,,,3.880001068,200.5184937,-0.012397766,-0.199050903,3635,8.198364258,39.59999847,1.524000049,5083.553223,8.533765793,8.405763626,0.128002167,0.080615044
75010,75,27.97999954,3022,21.89999962,4822,5035,5787,41882,1.929999948,93.19999695,56.79999924,54.40000153,,0,1996,,,0,0,0,0,1,0,0,8.524168968,8.48094368,8.481980324,8.423761368,8.013673782,64.21897125,782.8803711,71.92640686,67.19999695,-10.39999771,0.042188644,0.155947685,0.057182312,,0.199998856,11.1519165,-0.007910728,-0.126846313,3635,8.198364258,39.59999847,1.569000006,5150.525879,8.546854019,8.533765793,0.013088226,0.128002167
75010,75,30.31999969,3127,22.79999924,5090,4993,5877,43618,7.300000191,73.30000305,67,50,0,,1997,,,0,0,0,0,0,1,0,8.515791893,8.535033226,8.524168968,8.48094368,8.047829628,64.76756287,919.3023682,72.84679413,56.79999924,10.20000076,-0.008377075,0.042188644,0.054089546,0.057182312,2.340000153,136.4219971,0.034155846,0.548591614,3635,8.198364258,39.59999847,1.605000019,4993,8.515791893,8.546854019,-0.031062126,0.013088226
75010,75,32.49000168,3112,20.60000038,5354,5360,6371,41224,7.599999905,72,72,61,0,,1998,,,0,0,0,0,0,0,1,8.586719513,8.585598946,8.515791893,8.535033226,8.043021202,64.69019318,1055.60022,73.71250916,67,5,0.07092762,-0.008377075,0.05056572,0.054089546,2.170001984,136.2978516,-0.004808426,-0.07736969,3635,8.198364258,39.59999847,1.629999995,5277.791504,8.571263313,8.515791893,0.05547142,-0.031062126
75020,75,23.29999924,304,,,3251,,19888,10.5,63,7.099999905,30.79999924,,,1992,106,5218,1,0,0,0,0,0,0,8.086717606,,,,5.717027664,32.68440628,542.8899536,,,,,,,,,,,,,,,1.402999997,3719.069824,8.2212286,,,
75020,75,23.89999962,297,,,3874,,20951,5,92,13.60000038,,,,1993,124.5999985,5061,0,1,0,0,0,0,0,8.262042999,,8.086717606,,5.693732262,32.41858673,571.2099609,,7.099999905,6.500000477,0.175325394,,,,0.600000381,28.32000732,-0.023295403,-0.26581955,3251,8.086717606,7.099999905,1.445000052,4302.955078,8.367056847,8.2212286,0.145828247,
75020,75,25.20000076,331,,,3543,,21542,17,49.29999924,45.5,25,,,1994,109.1999969,6992,0,0,1,0,0,0,0,8.172729492,,8.262042999,,5.802118301,33.66457748,635.0400391,,13.60000038,31.89999962,-0.089313507,0.175325394,,,1.300001144,63.83007813,0.10838604,1.245990753,3251,8.086717606,7.099999905,1.481999993,3837.054688,8.25246048,8.367056847,-0.114596367,0.145828247
75020,75,26.53000069,322,17.60000038,4654,4400,5238,26234,1.870000005,92.69999695,34.79999924,17.39999962,,0,1995,,,0,0,0,1,0,0,0,8.389359474,8.445482254,8.172729492,,5.774551392,33.34544373,703.8409424,71.32617188,45.5,-10.70000076,0.216629982,-0.089313507,,,1.329999924,68.80090332,-0.02756691,-0.319133759,3251,8.086717606,7.099999905,1.524000049,4633.85791,8.441144943,8.25246048,0.188684464,-0.114596367
75020,75,21.64999962,321,17.39999962,4911,4702,5530,28527,8.550000191,63,33.29999924,30.39999962,,0,1996,,,0,0,0,0,1,0,0,8.455742836,8.499233246,8.389359474,8.445482254,5.771440983,33.30953217,468.7224731,72.23696899,34.79999924,-1.5,0.066383362,0.216629982,0.053750992,,-4.880001068,-235.1184692,-0.003110409,-0.03591156,3251,8.086717606,7.099999905,1.569000006,4809.885254,8.478428841,8.441144943,0.037283897,0.188684464
75020,75,18.86000061,325,17,5168,4863,5925,27667,3.5,88.30000305,58,35,0,,1997,,,0,0,0,0,0,1,0,8.4894104,8.55024147,8.455742836,8.499233246,5.783825397,33.45263672,355.6996155,73.10662842,33.29999924,24.70000076,0.033667564,0.066383362,0.051008224,0.053750992,-2.789999008,-113.0228577,0.012384415,0.143104553,3251,8.086717606,7.099999905,1.605000019,4863,8.4894104,8.478428841,0.01098156,0.037283897
75020,75,32.72999954,349,17.89999962,5419,4752,6156,28060,10,70.19999695,73,35,0,,1998,,,0,0,0,0,0,0,1,8.466320992,8.59766674,8.4894104,8.55024147,5.855072021,34.28186798,1071.25293,73.9198761,58,15,-0.023089409,0.033667564,0.04742527,0.051008224,13.86999893,715.5533447,0.071246624,0.829231262,3251,8.086717606,7.099999905,1.629999995,4679.116699,8.450864792,8.4894104,-0.038545609,0.01098156
75030,75,30.10000038,1139,,,3640,,25653,5.099999905,81.90000153,13.30000019,24.39999962,,,1992,102.4000015,4759,1,0,0,0,0,0,0,8.199738503,,,,7.03790617,49.53212357,906.0100098,,,,,,,,,,,,,,,1.402999997,4164.077148,8.334249496,,,
75030,75,29.20000076,1100,,,4024,,25981,6.5,73.59999847,28.60000038,32.20000076,,,1993,112.4000015,4953,0,1,0,0,0,0,0,8.300031662,,8.199738503,,7.003065586,49.04292679,852.6400146,,13.30000019,15.30000019,0.100293159,,,,-0.899999619,-53.36999512,-0.034840584,-0.489196777,3640,8.199738503,13.30000019,1.445000052,4469.563965,8.405046463,8.334249496,0.070796967,
75030,75,31.29999924,965,,,4871,,27968,3.200000048,89.5,58.90000153,46.59999847,,,1994,118.1999969,5568,0,0,1,0,0,0,0,8.491054535,,8.300031662,,6.87212801,47.22614288,979.6899414,,28.60000038,30.30000114,0.191022873,0.100293159,,,2.099998474,127.0499268,-0.130937576,-1.816783905,3640,8.199738503,13.30000019,1.481999993,5275.273438,8.570785522,8.405046463,0.165739059,0.070796967
75030,75,30.73999977,868,20,5187,5274,6130,36132,1.139999986,98.09999847,63.5,42.59999847,,0,1995,,,0,0,0,1,0,0,0,8.570544243,8.553911209,8.491054535,,6.766191483,45.78134537,944.9475708,73.16939545,58.90000153,4.599998474,0.079489708,0.191022873,,,-0.559999466,-34.74237061,-0.105936527,-1.444797516,3640,8.199738503,13.30000019,1.524000049,5554.311035,8.622329712,8.570785522,0.051544189,0.165739059
75030,75,26.45000076,846,18.39999962,5340,5574,6716,35613,8.909999847,69.80000305,60.70000076,44.79999924,,0,1996,,,0,0,0,0,1,0,0,8.625867844,8.58298111,8.570544243,8.553911209,6.740519524,45.43460464,699.6025391,73.66756439,63.5,-2.799999237,0.055323601,0.079489708,0.029069901,,-4.289999008,-245.3450317,-0.025671959,-0.346740723,3640,8.199738503,13.30000019,1.569000006,5701.893066,8.648553848,8.622329712,0.026224136,0.051544189
75030,75,25.31999969,885,18.89999962,5495,5769,6608,36896,0.800000012,96.40000153,69,45,0,,1997,,,0,0,0,0,0,1,0,8.660254478,8.6115942,8.625867844,8.58298111,6.785587788,46.0442009,641.102356,74.15955353,60.70000076,8.299999237,0.034386635,0.055323601,0.028613091,0.029069901,-1.130001068,-58.50018311,0.045068264,0.609596252,3640,8.199738503,13.30000019,1.605000019,5769,8.660254478,8.648553848,0.01170063,0.026224136
75030,75,29.78000069,875,18.39999962,5649,5835,6792,36449,5.800000191,77.80000305,82,67,0,,1998,,,0,0,0,0,0,0,1,8.671629906,8.639233589,8.660254478,8.6115942,6.774223804,45.89011002,886.8484497,74.63636017,69,13,0.011375427,0.034386635,0.027639389,0.028613091,4.460000992,245.7460938,-0.011363983,-0.154090881,3640,8.199738503,13.30000019,1.629999995,5745.506348,8.656173706,8.660254478,-0.004080772,0.01170063
75040,75,27.70000076,1038,,,3328,,22051,1.899999976,93.80000305,25,23.20000076,,,1992,108.5999985,4119,1,0,0,0,0,0,0,8.110126495,,,,6.945051193,48.23373795,767.2900391,,,,,,,,,,,,,,,1.402999997,3807.156006,8.244637489,,,
75040,75,32.5,1067,,,3538,,24739,4.099999905,86.40000153,27.70000076,28.20000076,,,1993,102.8000031,4848,0,1,0,0,0,0,0,8.171317101,,8.110126495,,6.972606182,48.61723709,1056.25,,25,2.700000763,0.061190605,,,,4.799999237,288.9599609,0.027554989,0.383499146,3328,8.110126495,25,1.445000052,3929.750732,8.276330948,8.244637489,0.031693459,
75040,75,31.10000038,1029,,,3897,,25029,9.199999809,66.69999695,39.20000076,24.70000076,,,1994,108.0999985,6520,0,0,1,0,0,0,0,8.267962456,,8.171317101,,6.936342716,48.11285019,967.210022,,27.70000076,11.5,0.096645355,0.061190605,,,-1.399999619,-89.03997803,-0.036263466,-0.504386902,3328,8.110126495,25,1.481999993,4220.435059,8.347693443,8.276330948,0.071362495,0.031693459
75040,75,39.11000061,1001,18.10000038,4428,4899,5132,32352,1.590000033,93.90000153,54.40000153,26.70000076,,0,1995,,,0,0,0,1,0,0,0,8.496786118,8.395703316,8.267962456,,6.908754826,47.73089218,1529.592163,70.48783112,39.20000076,15.20000076,0.228823662,0.096645355,,,8.010000229,562.3821411,-0.027587891,-0.381958008,3328,8.110126495,25,1.524000049,5159.379883,8.548571587,8.347693443,0.200878143,0.071362495
75040,75,32.20000076,1031,19.60000038,4709,4773,5852,33972,4.71999979,80.80000305,40,33.79999924,,0,1996,,,0,0,0,0,1,0,0,8.470730782,8.457230568,8.496786118,8.395703316,6.938284397,48.13978958,1036.840088,71.52474976,54.40000153,-14.40000153,-0.026055336,0.228823662,0.061527252,,-6.909999847,-492.7520752,0.029529572,0.4088974,3328,8.110126495,25,1.569000006,4882.51416,8.493415833,8.548571587,-0.055155754,0.200878143
75040,75,31.07999992,989,18.10000038,4993,5128,6109,34297,3.099999905,86.5,35,29,0,,1997,,,0,0,0,0,0,1,0,8.542470932,8.515791893,8.470730782,8.457230568,6.896694183,47.56439209,965.9663696,72.5187149,40,-5,0.07174015,-0.026055336,0.058561325,0.061527252,-1.120000839,-70.87371826,-0.041590214,-0.575397491,3328,8.110126495,25,1.605000019,5128,8.542470932,8.493415833,0.049055099,-0.055155754
75040,75,41.06000137,961,17.60000038,5272,5520,6361,35084,13.80000019,54.59999847,59,51,0,,1998,,,0,0,0,0,0,0,1,8.616132736,8.57016468,8.542470932,8.515791893,6.867974281,47.1690712,1685.923706,73.44772339,35,24,0.073661804,0.07174015,0.054372787,0.058561325,9.98000145,719.9573364,-0.028719902,-0.395320892,3328,8.110126495,25,1.629999995,5435.337402,8.600676537,8.542470932,0.058205605,0.049055099
75050,75,19.10000038,1590,,,3545,,24954,2.099999905,91.59999847,43.90000153,30.29999924,,,1992,104.0999985,4458,1,0,0,0,0,0,0,8.173293114,,,,7.371489525,54.33885956,364.8100281,,,,,,,,,,,,,,,1.402999997,4055.39917,8.307804108,,,
75050,75,17.29999924,1623,,,3694,,26891,7.5,73.30000305,54.70000076,56.09999847,,,1993,99.5,5070,0,1,0,0,0,0,0,8.214465141,,8.173293114,,7.39203167,54.64213181,299.289978,,43.90000153,10.79999924,0.041172028,,,,-1.800001144,-65.52005005,0.020542145,0.303272247,3545,8.173293114,43.90000153,1.445000052,4103.023926,8.319479942,8.307804108,0.011675835,
75050,75,18.10000038,1603,,,4112,,28215,4,85.19999695,51.5,41.59999847,,,1994,102.5999985,7099,0,0,1,0,0,0,0,8.32166481,,8.214465141,,7.379631996,54.45896912,327.6100159,,54.70000076,-3.200000763,0.107199669,0.041172028,,,0.800001144,28.32003784,-0.012399673,-0.183162689,3545,8.173293114,43.90000153,1.481999993,4453.279297,8.401395798,8.319479942,0.081915855,0.011675835
75050,75,15.84000015,1643,21.39999962,4528,4629,5123,38827,5.909999847,77.19999695,59.5,42.70000076,,0,1995,,,0,0,0,1,0,0,0,8.440095901,8.418035507,8.32166481,,7.404279232,54.82335281,250.9056091,70.8633194,51.5,8,0.118431091,0.107199669,,,-2.260000229,-76.70440674,0.024647236,0.364383698,3545,8.173293114,43.90000153,1.524000049,4875.029297,8.491881371,8.401395798,0.090485573,0.081915855
75050,75,16.59000015,1672,21.29999924,4799,5050,5514,41814,4.070000172,84.69999695,57.70000076,48.40000153,,0,1996,,,0,0,0,0,1,0,0,8.527143478,8.47616291,8.440095901,8.418035507,7.421775818,55.08275604,275.2281189,71.84533691,59.5,-1.799999237,0.087047577,0.118431091,0.058127403,,0.75,24.32250977,0.017496586,0.259403229,3545,8.173293114,43.90000153,1.569000006,5165.870117,8.549828529,8.491881371,0.057947159,0.090485573
75050,75,18.06999969,1722,20.70000076,5071,5268,5728,40538,6.099999905,77.5,55,56,0,,1997,,,0,0,0,0,0,1,0,8.569406509,8.531292915,8.527143478,8.47616291,7.451241493,55.52099991,326.5249023,72.78295898,57.70000076,-2.700000763,0.042263031,0.087047577,0.055130005,0.058127403,1.479999542,51.29678345,0.029465675,0.438243866,3545,8.173293114,43.90000153,1.605000019,5268,8.569406509,8.549828529,0.01957798,0.057947159
75050,75,19.43000031,1729,19.70000076,5338,5397,6112,41498,5.900000095,77.69999695,72,56,0,,1998,,,0,0,0,0,0,0,1,8.593598366,8.582606316,8.569406509,8.531292915,7.455298424,55.5814743,377.5249023,73.66113281,55,17,0.024191856,0.042263031,0.0513134,0.055130005,1.36000061,51,0.004056931,0.060474396,3545,8.173293114,43.90000153,1.629999995,5314.224121,8.578142166,8.569406509,0.008735657,0.01957798
75060,75,21.89999962,731,,,3864,,22669,-2.5,115.6999969,27.29999924,50,,,1992,121.8000031,4734,1,0,0,0,0,0,0,8.259458542,,,,6.59441328,43.48628616,479.6099854,,,,,,,,,,,,,,,1.402999997,4420.327637,8.393969536,,,
75060,75,20.20000076,740,,,4005,,24887,6.699999809,77.19999695,40,30.39999962,,,1993,115.9000015,5451,0,1,0,0,0,0,0,8.295298576,,8.259458542,,6.606650352,43.64782715,408.0400391,,27.29999924,12.70000076,0.035840034,,,,-1.699998856,-71.56994629,0.012237072,0.161540985,3864,8.259458542,27.29999924,1.445000052,4448.459961,8.400313377,8.393969536,0.006343842,
75060,75,20.60000038,756,,,4226,,24894,3,87.40000153,31.5,48.79999924,,,1994,119.8000031,6638,0,0,1,0,0,0,0,8.349011421,,8.295298576,,6.628041267,43.93093109,424.3600159,,40,-8.5,0.053712845,0.035840034,,,0.399999619,16.31997681,0.021390915,0.283103943,3864,8.259458542,27.29999924,1.481999993,4576.740723,8.428742409,8.400313377,0.028429031,0.006343842
75060,75,20.19000053,732,18.79999924,4689,4947,5262,34385,8.920000076,75.40000153,56.59999847,32.09999847,,0,1995,,,0,0,0,1,0,0,0,8.506536484,8.452974319,8.349011421,,6.595780373,43.50431824,407.6361084,71.45277405,31.5,25.09999847,0.157525063,0.053712845,,,-0.409999847,-16.72390747,-0.032260895,-0.426612854,3864,8.259458542,27.29999924,1.524000049,5209.931152,8.558321953,8.428742409,0.129579544,0.028429031
